topicid,title,year
70,ACM SIGCOMM Computer Communication Review,1986
70,ACM SIGCUE Outlook,1986
70,ACM SIGMETRICS Performance Evaluation Review,1986
70,Communications of the ACM,1986
70,ACM SIGCOMM Computer Communication Review,1987
70,ACM SIGMETRICS Performance Evaluation Review,1987
70,ACM SIGMIS Database,1987
70,ACM SIGSIM Simulation Digest,1987
70,ACM Transactions on Computer Systems,1987
70,ACM Computing Surveys,1988
70,ACM SIGARCH Computer Architecture News,1988
70,ACM SIGCOMM Computer Communication Review,1988
70,ACM SIGCSE Bulletin,1988
70,ACM SIGMETRICS Performance Evaluation Review,1988
70,Communications of the ACM,1988
70,Journal of the ACM,1988
70,ACM SIGCOMM Computer Communication Review,1989
70,ACM SIGIR Forum,1989
70,ACM SIGMETRICS Performance Evaluation Review,1989
70,ACM SIGCOMM Computer Communication Review,1990
70,Communications of the ACM,1990
70,ACM SIGCOMM Computer Communication Review,1991
70,ACM SIGSIM Simulation Digest,1991
70,ACM SIGCOMM Computer Communication Review,1992
70,ACM SIGMETRICS Performance Evaluation Review,1992
70,ACM SIGAPP Applied Computing Review,1993
70,ACM SIGCOMM Computer Communication Review,1993
70,ACM SIGOPS Operating Systems Review,1993
70,IEEE/ACM Transactions on Networking,1993
70,ACM SIGCOMM Computer Communication Review,1994
70,ACM SIGMETRICS Performance Evaluation Review,1994
70,ACM SIGOPS Operating Systems Review,1994
70,ACM SIGSOFT Software Engineering Notes,1994
70,Communications of the ACM,1994
70,IEEE/ACM Transactions on Networking,1994
70,ACM SIGCHI Bulletin,1995
70,ACM SIGCOMM Computer Communication Review,1995
70,ACM SIGMETRICS Performance Evaluation Review,1995
70,Communications of the ACM,1995
70,IEEE/ACM Transactions on Networking,1995
70,ACM SIGARCH Computer Architecture News,1996
70,ACM SIGCOMM Computer Communication Review,1996
70,ACM SIGMETRICS Performance Evaluation Review,1996
70,ACM SIGOPS Operating Systems Review,1996
70,ACM SIGPLAN Notices,1996
70,Communications of the ACM,1996
70,IEEE/ACM Transactions on Networking,1996
70,ACM SIGCOMM Computer Communication Review,1997
70,ACM SIGCSE Bulletin,1997
70,ACM SIGMETRICS Performance Evaluation Review,1997
70,Communications of the ACM,1997
70,Crossroads,1997
70,IEEE/ACM Transactions on Networking,1997
70,netWorker,1997
70,ACM SIGCOMM Computer Communication Review,1998
70,ACM SIGMETRICS Performance Evaluation Review,1998
70,ACM SIGOPS Operating Systems Review,1998
70,Communications of the ACM,1998
70,IEEE/ACM Transactions on Networking,1998
70,netWorker,1998
70,ACM Computing Surveys,1999
70,ACM SIGCOMM Computer Communication Review,1999
70,ACM SIGMETRICS Performance Evaluation Review,1999
70,ACM SIGMOBILE Mobile Computing and Communications Review,1999
70,ACM SIGOPS Operating Systems Review,1999
70,ACM Transactions on Software Engineering and Methodology,1999
70,Communications of the ACM,1999
70,IEEE/ACM Transactions on Networking,1999
70,ACM SIGCOMM Computer Communication Review,2000
70,ACM SIGMETRICS Performance Evaluation Review,2000
70,ACM SIGMOBILE Mobile Computing and Communications Review,2000
70,Communications of the ACM,2000
70,Crossroads,2000
70,IEEE/ACM Transactions on Networking,2000
70,Journal of the ACM,2000
70,netWorker,2000
70,ACM SIGCOMM Computer Communication Review,2001
70,ACM SIGCSE Bulletin,2001
70,ACM SIGMOBILE Mobile Computing and Communications Review,2001
70,ACM SIGOPS Operating Systems Review,2001
70,ACM Transactions on Computer Systems,2001
70,Communications of the ACM,2001
70,IEEE/ACM Transactions on Networking,2001
70,ACM Computing Surveys,2002
70,ACM SIGCOMM Computer Communication Review,2002
70,ACM SIGMOBILE Mobile Computing and Communications Review,2002
70,ACM SIGOPS Operating Systems Review,2002
70,ACM SIGSOFT Software Engineering Notes,2002
70,IEEE/ACM Transactions on Networking,2002
70,netWorker,2002
70,ACM SIGCOMM Computer Communication Review,2003
70,ACM SIGCSE Bulletin,2003
70,ACM SIGMETRICS Performance Evaluation Review,2003
70,ACM SIGecom Exchanges,2003
70,Communications of the ACM,2003
70,Crossroads,2003
70,IEEE/ACM Transactions on Networking,2003
70,netWorker,2003
70,ACM SIGCOMM Computer Communication Review,2004
70,ACM SIGMETRICS Performance Evaluation Review,2004
70,ACM Transactions on Computer Systems,2004
70,Communications of the ACM,2004
70,IEEE/ACM Transactions on Networking,2004
70,Queue,2004
70,interactions,2004
70,netWorker,2004
70,ACM SIGCOMM Computer Communication Review,2005
70,ACM SIGMETRICS Performance Evaluation Review,2005
70,ACM SIGMOBILE Mobile Computing and Communications Review,2005
70,ACM SIGOPS Operating Systems Review,2005
70,ACM Transactions on Algorithms,2005
70,Computers in Entertainment,2005
70,Queue,2005
70,ACM SIGCOMM Computer Communication Review,2006
70,ACM SIGCSE Bulletin,2006
70,ACM SIGMETRICS Performance Evaluation Review,2006
70,ACM SIGMOBILE Mobile Computing and Communications Review,2006
70,ACM SIGOPS Operating Systems Review,2006
70,"ACM Transactions on Multimedia Computing, Communications, and Applications",2006
70,Communications of the ACM,2006
70,Queue,2006
70,netWorker,2006
70,ACM SIGCOMM Computer Communication Review,2007
70,ACM SIGMETRICS Performance Evaluation Review,2007
70,ACM SIGMOBILE Mobile Computing and Communications Review,2007
70,ACM Transactions on Embedded Computing Systems,2007
70,ACM Transactions on Sensor Networks,2007
70,ACM Transactions on the Web,2007
70,Communications of the ACM,2007
70,IEEE/ACM Transactions on Networking,2007
70,ACM SIGCOMM Computer Communication Review,2008
70,ACM SIGMETRICS Performance Evaluation Review,2008
70,ACM SIGMOBILE Mobile Computing and Communications Review,2008
70,ACM Transactions on Autonomous and Adaptive Systems,2008
70,ACM Transactions on Computer Systems,2008
70,ACM Transactions on Information and System Security,2008
70,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
70,IEEE/ACM Transactions on Networking,2008
70,ACM SIGCOMM Computer Communication Review,2009
70,ACM SIGCSE Bulletin,2009
70,ACM SIGMETRICS Performance Evaluation Review,2009
70,ACM SIGMOBILE Mobile Computing and Communications Review,2009
70,ACM SIGSOFT Software Engineering Notes,2009
70,ACM Transactions on Autonomous and Adaptive Systems,2009
70,IEEE/ACM Transactions on Networking,2009
70,netWorker,2009
70,ACM SIGCOMM Computer Communication Review,2010
70,ACM SIGMETRICS Performance Evaluation Review,2010
70,ACM SIGMOBILE Mobile Computing and Communications Review,2010
70,Communications of the ACM,2010
70,IEEE/ACM Transactions on Networking,2010
70,ACM SIGCOMM Computer Communication Review,2011
70,ACM SIGKDD Explorations Newsletter,2011
70,ACM SIGMETRICS Performance Evaluation Review,2011
70,ACM Transactions on Autonomous and Adaptive Systems,2011
70,ACM Transactions on Information and System Security,2011
70,"ACM Transactions on Multimedia Computing, Communications, and Applications",2011
70,ACM Transactions on Sensor Networks,2011
70,Communications of the ACM,2011
70,IEEE/ACM Transactions on Networking,2011
70,"XRDS: Crossroads, The ACM Magazine for Students",2011
74,Journal of the ACM,1955
74,Journal of the ACM,1956
74,Journal of the ACM,1957
74,Journal of the ACM,1958
74,Journal of the ACM,1959
74,Journal of the ACM,1960
74,Communications of the ACM,1961
74,Journal of the ACM,1961
74,Communications of the ACM,1962
74,Journal of the ACM,1962
74,Communications of the ACM,1963
74,Journal of the ACM,1963
74,Communications of the ACM,1964
74,Journal of the ACM,1964
74,Communications of the ACM,1965
74,Journal of the ACM,1965
74,Journal of the ACM,1966
74,Communications of the ACM,1967
74,Journal of the ACM,1967
74,Journal of the ACM,1968
74,Communications of the ACM,1969
74,Journal of the ACM,1969
74,Journal of the ACM,1970
74,Journal of the ACM,1971
74,ACM SIGGRAPH Computer Graphics,1972
74,ACM SIGPLAN Notices,1972
74,Journal of the ACM,1972
74,ACM SIGARCH Computer Architecture News,1973
74,ACM SIGCSE Bulletin,1973
74,Journal of the ACM,1973
74,ACM SIGPLAN Notices,1974
74,Communications of the ACM,1974
74,Journal of the ACM,1974
74,Communications of the ACM,1975
74,Journal of the ACM,1975
74,Journal of the ACM,1976
74,ACM SIGPLAN Notices,1977
74,Journal of the ACM,1977
74,ACM Transactions on Mathematical Software,1978
74,Communications of the ACM,1978
74,Journal of the ACM,1978
74,ACM SIGAPL APL Quote Quad,1979
74,ACM Transactions on Mathematical Software,1979
74,Journal of the ACM,1979
74,ACM Transactions on Mathematical Software,1980
74,Journal of the ACM,1980
74,ACM SIGAPL APL Quote Quad,1981
74,ACM Transactions on Mathematical Software,1981
74,Communications of the ACM,1981
74,Journal of the ACM,1981
74,ACM SIGAPL APL Quote Quad,1982
74,ACM Transactions on Mathematical Software,1982
74,ACM Transactions on Programming Languages and Systems,1982
74,ACM SIGCSE Bulletin,1983
74,ACM SIGGRAPH Computer Graphics,1983
74,Communications of the ACM,1983
74,Journal of the ACM,1983
74,ACM SIGAPL APL Quote Quad,1984
74,ACM Transactions on Mathematical Software,1984
74,Journal of the ACM,1984
74,ACM SIGGRAPH Computer Graphics,1985
74,ACM Transactions on Mathematical Software,1985
74,Communications of the ACM,1985
74,ACM SIGAPL APL Quote Quad,1986
74,ACM SIGNUM Newsletter,1986
74,ACM SIGSAM Bulletin,1986
74,ACM Transactions on Mathematical Software,1986
74,ACM SIGAPL APL Quote Quad,1987
74,ACM SIGNUM Newsletter,1987
74,ACM SIGPLAN Notices,1987
74,ACM SIGSAM Bulletin,1987
74,ACM SIGART Bulletin,1988
74,ACM SIGCOMM Computer Communication Review,1988
74,ACM SIGGRAPH Computer Graphics,1988
74,ACM SIGMETRICS Performance Evaluation Review,1988
74,ACM SIGNUM Newsletter,1988
74,ACM SIGSAM Bulletin,1988
74,ACM Transactions on Mathematical Software,1988
74,Communications of the ACM,1988
74,Journal of the ACM,1988
74,ACM SIGACT News,1989
74,ACM SIGAPL APL Quote Quad,1989
74,ACM SIGGRAPH Computer Graphics,1989
74,ACM SIGNUM Newsletter,1989
74,ACM SIGPLAN Notices,1989
74,ACM SIGSAM Bulletin,1989
74,ACM Transactions on Mathematical Software,1989
74,ACM SIGNUM Newsletter,1990
74,ACM SIGSAM Bulletin,1990
74,ACM Transactions on Mathematical Software,1990
74,Journal of the ACM,1990
74,ACM SIGAPL APL Quote Quad,1991
74,ACM SIGMETRICS Performance Evaluation Review,1991
74,ACM SIGMOD Record,1991
74,ACM SIGSAM Bulletin,1991
74,ACM SIGSMALL/PC Notes,1991
74,Journal of the ACM,1991
74,ACM SIGAPL APL Quote Quad,1992
74,ACM SIGBIO Newsletter,1992
74,ACM SIGGRAPH Computer Graphics,1992
74,ACM SIGPLAN Notices,1992
74,ACM SIGSAM Bulletin,1992
74,ACM SIGSMALL/PC Notes,1992
74,ACM Transactions on Software Engineering and Methodology,1992
74,ACM SIGAPL APL Quote Quad,1993
74,ACM SIGCSE Bulletin,1993
74,ACM SIGPLAN Notices,1993
74,ACM SIGSAM Bulletin,1993
74,IEEE/ACM Transactions on Networking,1993
74,Journal of the ACM,1993
74,ACM SIGAPL APL Quote Quad,1994
74,ACM SIGCHI Bulletin,1994
74,ACM SIGMETRICS Performance Evaluation Review,1994
74,ACM SIGMOD Record,1994
74,ACM SIGPLAN Lisp Pointers,1994
74,ACM SIGPLAN Notices,1994
74,ACM SIGSAM Bulletin,1994
74,Journal of the ACM,1994
74,ACM SIGAPL APL Quote Quad,1995
74,ACM SIGCSE Bulletin,1995
74,ACM SIGICE Bulletin,1995
74,ACM SIGOPS Operating Systems Review,1995
74,ACM SIGSAM Bulletin,1995
74,ACM SIGSIM Simulation Digest,1995
74,Journal of the ACM,1995
74,ACM SIGACT News,1996
74,ACM SIGCSE Bulletin,1996
74,ACM SIGCUE Outlook,1996
74,ACM SIGICE Bulletin,1996
74,ACM SIGNUM Newsletter,1996
74,ACM SIGSAM Bulletin,1996
74,ACM Transactions on Programming Languages and Systems,1996
74,Communications of the ACM,1996
74,Journal of the ACM,1996
74,ACM SIGCSE Bulletin,1997
74,ACM SIGIR Forum,1997
74,ACM SIGSAM Bulletin,1997
74,Crossroads,1997
74,ACM SIGAPL APL Quote Quad,1998
74,ACM SIGNUM Newsletter,1998
74,ACM SIGPLAN Notices,1998
74,ACM SIGSAM Bulletin,1998
74,ACM Computing Surveys,1999
74,ACM SIGSAM Bulletin,1999
74,Crossroads,1999
74,Journal of the ACM,1999
74,ACM SIGCSE Bulletin,2000
74,ACM SIGPLAN Notices,2000
74,ACM SIGSAM Bulletin,2000
74,ACM Transactions on Computational Logic,2000
74,ACM Transactions on Mathematical Software,2000
74,Journal of the ACM,2000
74,ACM SIGCSE Bulletin,2001
74,ACM SIGSAM Bulletin,2001
74,ACM Transactions on Mathematical Software,2001
74,ACM SIGPLAN Notices,2002
74,ACM Transactions on Mathematical Software,2002
74,ACM Transactions on Computational Logic,2003
74,ACM Transactions on Mathematical Software,2003
74,Journal of the ACM,2003
74,ACM Computing Surveys,2004
74,ACM SIGPLAN Notices,2004
74,ACM Transactions on Computational Logic,2004
74,ACM Transactions on Mathematical Software,2004
74,ACM SIGSAM Bulletin,2005
74,ACM Transactions on Computational Logic,2005
74,Journal on Educational Resources in Computing,2005
74,ACM Communications in Computer Algebra,2006
74,ACM SIGCSE Bulletin,2006
74,ACM Transactions on Computational Logic,2006
74,Communications of the ACM,2006
74,Crossroads,2006
74,ACM Communications in Computer Algebra,2007
74,ACM SIGCSE Bulletin,2007
74,ACM SIGPLAN Notices,2007
74,ACM Transactions on Algorithms,2007
74,ACM Transactions on Computational Logic,2007
74,ACM Transactions on Embedded Computing Systems,2007
74,Communications of the ACM,2007
74,Crossroads,2007
74,interactions,2007
74,ACM Communications in Computer Algebra,2008
74,ACM SIGPLAN Notices,2008
74,ACM Transactions on Programming Languages and Systems,2008
74,Journal of Experimental Algorithmics,2008
74,ACM SIGPLAN Notices,2009
74,ACM SIGSAM Bulletin,2009
74,ACM Transactions on Computational Logic,2009
74,Journal of the ACM,2009
74,ACM SIGSAM Bulletin,2010
74,ACM Transactions on Programming Languages and Systems,2010
74,ACM Communications in Computer Algebra,2011
74,ACM SIGACT News,2011
74,ACM SIGPLAN Notices,2011
74,ACM SIGSAM Bulletin,2011
74,Communications of the ACM,2011
97,eLearn,0
97,Communications of the ACM,1967
97,ACM SIGCSE Bulletin,1976
97,ACM SIGCUE Outlook,1976
97,ACM SIGGRAPH Computer Graphics,1980
97,ACM SIGCHI Bulletin,1985
97,ACM SIGCHI Bulletin,1989
97,Communications of the ACM,1989
97,ACM SIGARCH Computer Architecture News,1991
97,ACM SIGOIS Bulletin,1991
97,ACM SIGOPS Operating Systems Review,1991
97,ACM SIGPLAN Notices,1991
97,Communications of the ACM,1991
97,ACM SIGCOMM Computer Communication Review,1992
97,ACM SIGGRAPH Computer Graphics,1992
97,ACM SIGMIS Database,1992
97,ACM SIGMOD Record,1992
97,ACM SIGOPS Operating Systems Review,1992
97,ACM SIGBIO Newsletter,1993
97,ACM SIGMOD Record,1993
97,ACM SIGOIS Bulletin,1993
97,ACM SIGOPS Operating Systems Review,1993
97,Communications of the ACM,1993
97,IEEE/ACM Transactions on Networking,1993
97,ACM SIGARCH Computer Architecture News,1994
97,ACM SIGBIO Newsletter,1994
97,ACM SIGCOMM Computer Communication Review,1994
97,ACM SIGCSE Bulletin,1994
97,ACM SIGCUE Outlook,1994
97,ACM SIGGRAPH Computer Graphics,1994
97,ACM SIGMOD Record,1994
97,ACM SIGOPS Operating Systems Review,1994
97,Communications of the ACM,1994
97,interactions,1994
97,ACM Computing Surveys,1995
97,ACM SIGCOMM Computer Communication Review,1995
97,ACM SIGCSE Bulletin,1995
97,ACM SIGMOD Record,1995
97,ACM SIGOPS Operating Systems Review,1995
97,ACM SIGUCCS Newsletter,1995
97,ACM SIGWEB Newsletter,1995
97,ACM Transactions on Computer Systems,1995
97,Communications of the ACM,1995
97,ACM SIGCOMM Computer Communication Review,1996
97,ACM SIGCSE Bulletin,1996
97,ACM SIGCUE Outlook,1996
97,ACM SIGMETRICS Performance Evaluation Review,1996
97,ACM SIGWEB Newsletter,1996
97,IEEE/ACM Transactions on Networking,1996
97,ACM SIGCAPH Computers and the Physically Handicapped,1997
97,ACM SIGCSE Bulletin,1997
97,ACM SIGDOC Asterisk Journal of Computer Documentation,1997
97,ACM SIGMETRICS Performance Evaluation Review,1997
97,ACM SIGSOFT Software Engineering Notes,1997
97,ACM Transactions on Computer Systems,1997
97,Communications of the ACM,1997
97,IEEE/ACM Transactions on Networking,1997
97,ACM SIGARCH Computer Architecture News,1998
97,ACM SIGCOMM Computer Communication Review,1998
97,ACM SIGCSE Bulletin,1998
97,ACM SIGMETRICS Performance Evaluation Review,1998
97,ACM SIGMOD Record,1998
97,IEEE/ACM Transactions on Networking,1998
97,netWorker,1998
97,ACM Computing Surveys,1999
97,ACM SIGARCH Computer Architecture News,1999
97,ACM SIGCSE Bulletin,1999
97,ACM SIGMOD Record,1999
97,IEEE/ACM Transactions on Networking,1999
97,ACM SIGAPL APL Quote Quad,2000
97,ACM SIGBIO Newsletter,2000
97,ACM SIGCSE Bulletin,2000
97,ACM SIGMOBILE Mobile Computing and Communications Review,2000
97,ACM SIGMOD Record,2000
97,ACM SIGOPS Operating Systems Review,2000
97,Communications of the ACM,2000
97,IEEE/ACM Transactions on Networking,2000
97,ACM SIGARCH Computer Architecture News,2001
97,ACM SIGCOMM Computer Communication Review,2001
97,ACM SIGCSE Bulletin,2001
97,ACM SIGMOD Record,2001
97,Journal of Educational Resources in Computing,2001
97,ACM SIGCOMM Computer Communication Review,2002
97,ACM SIGCSE Bulletin,2002
97,Communications of the ACM,2002
97,IEEE/ACM Transactions on Networking,2002
97,interactions,2002
97,ACM SIGACCESS Accessibility and Computing,2003
97,ACM SIGCSE Bulletin,2003
97,IEEE/ACM Transactions on Networking,2003
97,ACM SIGCSE Bulletin,2004
97,ACM Transactions on Computer-Human Interaction,2004
97,Computers in Entertainment,2004
97,ACM SIGCSE Bulletin,2005
97,ACM SIGIR Forum,2005
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2005
97,Computers in Entertainment,2005
97,Queue,2005
97,ACM SIGACCESS Accessibility and Computing,2006
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2006
97,Computers in Entertainment,2006
97,Queue,2006
97,ACM SIGCSE Bulletin,2007
97,ACM SIGMETRICS Performance Evaluation Review,2007
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2007
97,Computers in Entertainment,2007
97,ACM SIGCSE Bulletin,2008
97,ACM SIGMETRICS Performance Evaluation Review,2008
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
97,Computers in Entertainment,2008
97,Journal on Computing and Cultural Heritage,2008
97,eLearn,2008
97,ACM SIGCSE Bulletin,2009
97,ACM SIGMultimedia Records,2009
97,ACM SIGWEB Newsletter,2009
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2009
97,ACM Transactions on Speech and Language Processing,2009
97,Computers in Entertainment,2009
97,eLearn,2009
97,ACM Computing Surveys,2010
97,ACM SIGCAS Computers and Society,2010
97,ACM SIGMultimedia Records,2010
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2010
97,Computers in Entertainment,2010
97,Journal on Computing and Cultural Heritage,2010
97,ACM SIGIR Forum,2011
97,ACM Transactions on Interactive Intelligent Systems,2011
97,"ACM Transactions on Multimedia Computing, Communications, and Applications",2011
97,Communications of the ACM,2011
97,"XRDS: Crossroads, The ACM Magazine for Students",2011
106,eLearn,0
106,ACM SIGCSE Bulletin,1974
106,ACM SIGSOC Bulletin,1981
106,ACM SIGCHI Bulletin,1985
106,ACM SIGMOD Record,1985
106,ACM SIGCHI Bulletin,1986
106,ACM SIGOPS Operating Systems Review,1989
106,ACM SIGSIM Simulation Digest,1990
106,ACM SIGAPL APL Quote Quad,1991
106,ACM SIGPLAN OOPS Messenger,1992
106,ACM SIGCHI Bulletin,1993
106,ACM SIGDOC Asterisk Journal of Computer Documentation,1993
106,ACM SIGWEB Newsletter,1993
106,Communications of the ACM,1993
106,ACM SIGCHI Bulletin,1994
106,Communications of the ACM,1994
106,interactions,1994
106,ACM SIGOIS Bulletin,1995
106,ACM SIGPLAN Notices,1995
106,ACM SIGCAPH Computers and the Physically Handicapped,1996
